229,947
954,767
742,907
272,680
817,688
993,619
499,855
348,724
150,587
255,730
793,510
171,832
649,930
28,510
532,966
837,584
903,890
830,801
172,617
850,524
20,879
265,626
230,686
252,639
816,848
167,817
680,883
937,986
343,990
866,985
101,513
882,928
869,755
906,910
544,556
844,557
400,972
203,811
687,645
850,987
441,963
892,913
415,672
817,781
715,895
410,790
319,919
319,687
68,886
700,538
699,914
326,673
658,947
408,518
992,797
318,677
455,850
528,668
200,959
502,952
871,547
137,844
24,793
111,909
671,543
1,732
911,953
74,963
993,537
703,962
819,624
840,665
286,630
529,842
525,863
761,535
566,869
172,619
91,889
221,852
425,994
727,920
513,605
393,787
637,756
920,686
532,982
976,723
232,543
748,540
716,678
903,893
417,956
665,580
660,596
870,579
324,865
641,729
259,508
701,728
466,554
984,610
706,923
307,819
722,648
979,745
197,724
206,651
571,553
210,815
693,737
123,647
718,714
649,504
971,857
387,578
766,946
113,593
255,976
575,685
835,710
678,814
257,1000
296,857
12,686
218,892
975,882
134,752
412,675
63,577
618,893
680,797
899,864
430,873
297,603
289,766
807,523
926,780
292,570
900,556
805,956
568,763
961,794
600,950
715,564
655,711
287,664
927,739
84,801
479,788
599,885
772,635
114,847
67,681
185,754
919,721
344,768
396,611
374,527
620,985
345,967
591,731
458,691
8,645
488,662
507,717
27,727
694,710
389,921
774,753
73,831
50,889
86,652
539,560
665,980
306,781
875,827
483,958
785,991
646,658
502,731
866,600
747,769
793,580
362,842
44,534
343,761
965,908
866,862
953,1000
84,511
564,704
656,630
121,632
739,746
817,630
415,908
485,770
371,525
901,726
491,621
724,843
129,689
247,597
374,940
70,665
374,634
974,628
716,554
960,628
967,910
335,548
914,581
685,857
698,771
927,521
276,597
666,552
366,967
706,580
148,571
687,827
73,875
496,545
599,823
835,849
788,917
337,758
771,513
261,673
849,863
51,648
232,648
179,809
618,987
315,607
50,680
125,646
543,525
465,997
253,591
796,997
881,890
421,939
114,519
553,911
300,676
879,589
375,649
530,571
23,635
82,997
701,664
804,542
991,839
436,839
302,730
496,863
989,811
608,812
879,513
27,836
763,911
281,522
389,796
758,762
446,826
134,591
687,501
628,947
357,912
639,960
105,716
215,688
957,541
338,740
174,822
463,530
419,769
689,758
651,907
451,761
773,845
940,765
784,988
271,691
925,668
69,733
636,868
312,524
670,767
703,913
433,562
485,519
544,624
750,870
984,925
670,895
94,520
111,932
464,609
507,593
925,928
294,647
603,957
385,951
200,832
700,679
964,601
116,903
474,789
171,676
965,924
753,637
569,943
584,542
757,955
958,509
284,544
956,630
256,733
721,520
332,682
644,578
945,543
36,791
446,942
847,952
804,910
435,514
270,630
452,756
466,662
90,921
325,816
195,883
518,753
730,725
493,923
308,628
790,771
53,612
72,633
759,509
459,719
378,671
76,917
477,538
167,551
223,508
625,739
16,658
391,738
870,533
558,923
572,521
995,692
94,688
344,644
744,805
783,691
636,697
641,978
114,890
457,905
712,792
86,556
345,571
130,593
950,836
263,504
507,711
660,624
640,606
613,625
238,850
652,721
563,903
151,607
66,625
738,593
17,943
280,796
924,722
143,717
156,611
436,786
115,806
539,950
638,986
738,802
829,630
499,659
394,617
92,972
261,624
127,983
455,763
44,651
787,953
467,928
493,950
920,886
172,984
818,843
833,588
955,709
56,687
68,588
539,538
971,694
734,744
252,636
866,735
893,698
209,545
405,890
90,935
91,909
833,526
250,541
313,945
648,587
218,679
833,828
61,663
720,857
327,881
177,875
64,739
717,768
336,666
6,760
579,992
984,592
168,858
500,963
48,866
601,708
662,642
947,1000
813,910
106,830
101,699
410,859
74,901
757,793
787,658
870,850
712,513
564,766
527,636
549,667
774,898
104,747
245,959
10,516
560,893
958,844
341,824
773,607
21,725
74,575
899,987
455,760
605,943
257,962
71,977
742,535
126,907
961,845
474,763
503,803
538,654
915,986
408,801
724,718
915,675
780,876
869,996
223,859
457,850
152,722
861,544
748,684
325,899
114,625
796,902
542,759
433,691
617,913
419,641
51,723
829,566
736,630
176,981
640,577
247,975
480,676
159,636
319,556
314,724
456,524
172,864
363,836
334,909
423,934
523,873
86,720
506,904
305,650
725,806
481,870
125,909
78,852
50,788
96,753
340,904
690,827
359,644
89,877
317,700
978,979
361,884
955,744
668,903
157,736
905,549
160,501
772,523
560,739
441,578
81,991
875,925
834,894
893,799
543,618
110,921
762,978
225,696
563,981
540,771
201,765
101,763
961,866
914,542
419,979
197,546
828,602
851,849
990,758
881,603
368,759
862,790
380,598
618,733
68,575
102,643
672,683
658,744
746,667
533,741
950,961
965,755
233,538
703,942
106,958
915,989
509,620
168,503
600,963
850,797
530,626
759,797
433,892
158,612
613,892
700,824
707,944
276,559
622,524
984,523
160,555
886,903
679,709
415,577
125,579
854,506
220,635
388,986
942,593
157,1000
532,705
711,670
593,802
798,844
167,711
901,527
267,716
258,911
27,740
955,595
884,694
116,639
801,815
153,771
1000,769
306,595
658,570
429,631
453,939
828,637
549,652
547,525
303,680
998,839
991,647
495,625
977,954
694,802
49,770
800,668
769,527
150,686
424,889
566,683
53,634
480,860
278,705
995,984
385,697
827,645
302,982
165,553
648,537
274,709
32,506
650,992
351,961
454,869
824,841
802,789
169,705
918,594
420,628
915,737
61,691
825,943
611,568
321,735
596,576
916,661
689,587
211,630
877,794
123,648
833,779
285,755
216,523
574,922
555,706
168,808
955,746
861,727
41,566
245,782
345,941
859,589
113,878
863,873
491,621
903,578
287,831
245,906
924,644
624,548
778,566
249,698
716,787
900,750
633,619
11,680
134,600
672,894
884,571
327,917
865,579
382,520
552,589
663,551
907,878
383,609
302,966
184,636
983,573
783,561
602,982
93,656
135,894
394,974
691,993
49,638
976,810
133,993
244,836
216,731
959,910
616,838
542,637
256,691
486,517
380,775
408,501
229,783
479,636
818,960
182,805
733,617
955,602
613,686
555,884
664,614
843,567
922,623
448,526
46,622
882,912
756,647
687,742
85,821
735,932
575,673
981,994
160,966
14,801
204,656
324,563
480,950
253,618
458,878
903,739
273,758
319,529
616,756
938,586
446,821
993,738
697,746
586,840
512,847
48,947
404,647
379,656
910,958
392,956
233,552
567,664
58,669
310,728
805,620
541,855
747,623
318,745
691,562
557,564
983,611
621,835
262,541
909,553
720,870
489,521
603,533
911,789
636,888
764,677
738,941
966,585
770,893
792,917
425,980
68,576
673,637
437,966
261,824
633,590
803,641
998,747
672,942
995,782
689,695
311,717
395,887
489,695
94,620
907,647
286,727
37,835
498,502
112,670
30,991
829,572
778,899
501,730
569,936
767,506
456,928
535,592
851,718
472,981
911,527
950,574
835,699
903,750
16,549
332,845
55,913
215,878
617,559
394,928
132,501
939,969
202,739
122,783
446,854
471,676
539,511
340,941
49,913
510,550
133,825
715,514
766,925
731,519
746,675
510,681
166,785
788,883
132,870
64,596
903,565
223,947
443,680
811,855
238,524
435,773
42,895
171,875
487,695
976,800
447,680
300,810
915,521
790,875
542,833
422,628
6,792
133,744
514,638
683,823
509,785
551,669
368,570
754,579
496,683
980,976
868,663
218,928
133,597
925,782
842,708
717,669
843,799
145,830
476,549
235,639
868,522
831,531
194,501
824,755
935,987
728,563
604,864
71,834
410,993
147,614
578,677
30,692
758,516
66,517
199,997
647,996
14,651
599,711
98,791
414,541
874,555
257,871
370,950
422,740
618,676
540,535
865,649
692,845
175,669
53,534
772,703
266,976
461,843
220,652
536,914
290,596
849,673
776,717
947,938
265,729
480,867
787,608
15,734
140,610
773,988
822
